a,b,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,
3, 0, 0.15760, 0.00000, 0.59978, -0.00000, -1.74935, -0.00000, 0.99963, 0.00000, -0.69832, 0.77455, -0.61503, -0.87533, 0.36526, 0.83820, 0.60251,
3, 1, 0.13659, 0.00451, 0.59482, 0.00397, -1.74388, -0.00234, 0.99430, -0.00386, -0.64283, 0.70865, -0.56556, -0.80893, 0.33412, 0.77714, 0.55114,
3, 2, 0.10130, 0.01314, 0.58535, 0.01154, -1.73344, -0.00677, 0.98401, -0.01115, -0.53659, 0.58125, -0.47081, -0.68103, 0.27480, 0.65903, 0.45291,
3, 3, 0.05795, 0.02704, 0.57030, 0.02370, -1.71657, -0.01376, 0.96718, -0.02263, -0.36546, 0.37288, -0.31811, -0.47315, 0.18006, 0.46570, 0.29506,
3, 4, 0.02486, 0.04703, 0.55011, 0.04099, -1.69196, -0.02330, 0.94197, -0.03817, -0.12313, 0.07005, -0.10125, -0.17351, 0.04807, 0.18408, 0.07253,
3, 5, 0.02210, 0.06407, 0.53868, 0.05504, -1.67062, -0.03005, 0.91818, -0.04836, 0.06543, -0.17442, 0.06945, 0.06738, -0.05017, -0.04548, -0.09878,
3, 6, 0.02344, 0.07055, 0.54430, 0.05906, -1.66283, -0.03062, 0.90614, -0.04724, 0.10699, -0.23156, 0.11029, 0.12585, -0.06551, -0.10353, -0.13422,
3, 7, 0.01845, 0.06957, 0.56313, 0.05556, -1.66481, -0.02723, 0.90261, -0.03793, 0.04336, -0.14848, 0.05802, 0.04892, -0.02265, -0.03384, -0.07287,
3, 8, 0.01571, 0.06785, 0.58722, 0.05004, -1.66775, -0.02416, 0.89960, -0.02656, -0.03918, -0.03461, -0.01246, -0.05757, 0.02812, 0.06292, 0.00583,
3, 9, 0.01452, 0.07084, 0.60820, 0.04736, -1.66420, -0.02462, 0.89062, -0.01862, -0.06716, 0.01138, -0.03794, -0.09762, 0.04377, 0.09663, 0.03415,
3, 10, 0.01212, 0.07795, 0.62619, 0.04728, -1.65438, -0.02796, 0.87629, -0.01375, -0.04718, -0.00630, -0.02420, -0.07505, 0.02864, 0.07114, 0.01827,
3, 11, 0.00983, 0.08612, 0.64574, 0.04741, -1.64181, -0.03180, 0.86036, -0.00894, -0.02012, -0.03515, -0.00533, -0.04076, 0.00874, 0.03435, -0.00389,
3, 12, 0.00791, 0.09342, 0.66991, 0.04643, -1.62877, -0.03440, 0.84565, -0.00231, -0.01147, -0.03916, -0.00126, -0.02948, 0.00163, 0.01919, -0.00864,
3, 13, 0.00613, 0.10062, 0.69803, 0.04508, -1.61382, -0.03596, 0.83176, 0.00543, -0.01169, -0.02942, -0.00302, -0.03028, 0.00248, 0.01546, -0.00463,
3, 14, 0.00450, 0.10866, 0.72905, 0.04389, -1.59483, -0.03726, 0.81828, 0.01338, -0.00926, -0.02182, -0.00179, -0.02768, 0.00314, 0.00871, -0.00256,
3, 15, 0.00313, 0.11737, 0.76305, 0.04237, -1.57056, -0.03858, 0.80678, 0.02141, -0.00547, -0.01529, -0.00025, -0.02279, 0.00239, 0.00045, -0.00151,
3, 16, 0.00205, 0.12618, 0.79919, 0.04040, -1.53944, -0.03973, 0.80041, 0.02911, -0.00229, -0.00776, -0.00037, -0.01798, 0.00097, -0.00622, 0.00005,
3, 17, 0.00125, 0.13395, 0.83428, 0.03853, -1.49965, -0.04013, 0.80449, 0.03512, 0.00027, -0.00096, -0.00067, -0.01285, 0.00008, -0.01025, 0.00165,
3, 18, 0.00054, 0.13813, 0.86251, 0.03730, -1.44899, -0.03936, 0.82764, 0.03668, 0.00161, 0.00231, -0.00052, -0.00725, -0.00016, -0.00933, 0.00229,
52, 0, 0.09807, 0.00000, 0.59978, -0.00000, -1.74935, -0.00000, 0.99963, 0.00000, 0.09585, 0.76858, 0.08619, -0.75244, -0.10445, 0.81475, -0.15368,
52, 1, 0.07660, -0.00117, 0.59016, -0.00106, -1.74016, 0.00133, 0.98946, 0.00195, 0.07557, 0.64801, 0.06950, -0.63144, -0.09078, 0.70033, -0.13472,
52, 2, 0.04554, -0.00320, 0.57193, -0.00295, -1.72299, 0.00393, 0.96979, 0.00582, 0.03739, 0.41708, 0.03835, -0.39980, -0.06454, 0.48111, -0.09892,
52, 3, 0.02355, -0.00516, 0.54687, -0.00506, -1.70029, 0.00795, 0.94075, 0.01201, -0.01438, 0.09261, -0.00282, -0.07455, -0.02672, 0.17270, -0.04981,
52, 4, 0.02246, -0.00419, 0.53046, -0.00533, -1.68801, 0.01175, 0.91582, 0.01879, -0.04778, -0.13350, -0.02663, 0.15193, 0.00342, -0.04345, -0.01658,
52, 5, 0.02213, 0.00007, 0.52989, -0.00352, -1.69293, 0.01386, 0.90355, 0.02440, -0.04961, -0.16401, -0.02329, 0.18238, 0.01446, -0.07502, -0.01195,
52, 6, 0.01852, 0.00412, 0.54011, 0.00228, -1.70952, 0.01228, 0.89957, 0.03090, -0.03163, -0.06263, -0.00411, 0.08075, 0.01096, 0.01769, -0.02542,
52, 7, 0.01719, 0.00560, 0.55094, 0.01129, -1.72707, 0.00706, 0.89410, 0.04017, -0.01480, 0.03962, 0.01144, -0.02167, 0.00469, 0.11052, -0.03787,
52, 8, 0.01617, 0.00560, 0.55653, 0.01997, -1.73942, 0.00063, 0.88231, 0.05123, -0.00960, 0.07049, 0.01459, -0.05252, 0.00224, 0.13536, -0.03979,
52, 9, 0.01416, 0.00789, 0.55788, 0.02408, -1.74762, -0.00374, 0.86530, 0.06137, -0.01311, 0.04361, 0.00916, -0.02554, 0.00247, 0.10545, -0.03378,
52, 10, 0.01227, 0.01388, 0.55885, 0.02353, -1.75579, -0.00534, 0.84646, 0.06964, -0.01751, 0.00753, 0.00261, 0.01056, 0.00232, 0.06674, -0.02689,
52, 11, 0.01068, 0.02344, 0.56201, 0.01959, -1.76663, -0.00440, 0.82808, 0.07612, -0.01814, -0.00547, -0.00062, 0.02337, 0.00061, 0.04971, -0.02326,
52, 12, 0.00915, 0.03465, 0.56684, 0.01484, -1.77980, -0.00230, 0.80956, 0.08228, -0.01631, -0.00159, -0.00107, 0.01922, -0.00108, 0.04835, -0.02159,
52, 13, 0.00763, 0.04694, 0.57191, 0.00984, -1.79422, 0.00070, 0.78938, 0.08871, -0.01448, 0.00210, -0.00060, 0.01522, -0.00123, 0.04640, -0.01953,
52, 14, 0.00611, 0.05771, 0.57684, 0.00791, -1.80999, 0.00183, 0.76684, 0.09768, -0.01298, 0.00136, 0.00016, 0.01560, -0.00005, 0.03976, -0.01678,
52, 15, 0.00463, 0.06788, 0.58182, 0.00797, -1.82813, 0.00135, 0.74164, 0.10893, -0.01121, 0.00028, 0.00106, 0.01613, 0.00118, 0.03224, -0.01391,
52, 16, 0.00319, 0.07949, 0.58678, 0.00760, -1.84986, 0.00061, 0.71294, 0.12148, -0.00913, 0.00034, 0.00143, 0.01510, 0.00155, 0.02519, -0.01095,
52, 17, 0.00183, 0.09386, 0.59123, 0.00585, -1.87718, 0.00022, 0.67898, 0.13547, -0.00672, 0.00084, 0.00096, 0.01287, 0.00096, 0.01777, -0.00773,
